userName;content;score;at
Netra;gak bisa ngelakuin pembayaran lewat shopepay atau ovo. pdhal aplikasi yg lama udh bagus. setelah diupdate malah bnyak error;1;24/01/2024 04:08
Supian Supian;bonus nya ada;5;24/01/2024 04:03
Mimin Marwah94;saya sangat suka bagus sekali layanan nya;5;24/01/2024 03:54
Mikaela Yuli;bagus;5;24/01/2024 03:44
Inta Abiyu;uji coba dulu..soalnya aplikasi penipuan..di aplikasi 33.MB giliran di dowload..145.MB masih suruh hapus file yg lain..buakan makin baika malah mikin mengecewakan....;1;24/01/2024 03:28
Lasana 1;MyIM3 trima kasih;5;24/01/2024 03:10
Qiano Alrafaeyzza;cakep banget;5;24/01/2024 03:03
Am Gian;Tlong Untuk hrga peket intrnet lbih bervariasi untuk kalangan pelajar Tertuma untuk yg bulanan. Atw yg buat bisa ngecat sprti aplk WA line dll tapi ekonomis masa aktif 1bln. Bukan cmn untuk tiktok aj. Klw dlu m3 murah.cmn kok skrng mhl.lbih murah sblh.yg jaringn jug stabil.pilhan pketan bnyak.bulanan lg;2;24/01/2024 02:49
Arista Ben;????????;5;24/01/2024 02:45
Eghilgel;kurang gratisan game kek yang lalu;5;24/01/2024 02:41
indra jhons;kta nya dowload apk mym3 dpt bonus 1gb knp saya gk dpt saya baru dwld;1;24/01/2024 02:37
Gempa Ramadhan;sangat membantu terima kasih;5;24/01/2024 02:31
Agus Pesona;mantap;5;24/01/2024 02:21
Khodijah Fatir;bagus;5;24/01/2024 02:19
Fikri Imut;Jaringan sampah..murah.. emang murahan.. bagusan Telkomsel biar mahal gak lelet..;1;24/01/2024 02:18
Sumarmi Sumarmi;byk promo nya guyss;5;24/01/2024 02:18
Syafira Azahra;Indosat parah kode otp ga masuk masuk ampe abis pulsa ...males pake indosat;1;24/01/2024 02:14
4181_BKA_ MICHAEL BRAMULIA TARIGAN (Michael Tarigan);Saya beli 100GB habis dalam waktu 20 hari, tapi di laporan penggunaan aplikasi hanya terpakai 20GB, 80 gb lagi kemana??? Jadi saya beli lagi;1;24/01/2024 02:14
Wanto Ses;baik;5;24/01/2024 01:59
Sholeh Sholeh;Ah gua turunin ratingnya Indosat makin lama makin GK jelas pulsa gua ke potong entah kemana susah bet kalo bicara Ama ai nya orang pusing pulsa ke potong bicara Ama ai Indosat malah tambah pusing anj;1;24/01/2024 01:57
Hera Wati;Jaringannya selalu asu klo malam minggu, mau balas komentar Facebook aja lalod skali.. Mulai rakus juga nyedot pulsa Pengen banting HP nungguinnya ??;1;24/01/2024 01:55
Sandy Bae;Bagus sih aplikasinya tapi kadang-kadang sinyalnya lemot dan suka ngeleg;4;24/01/2024 01:52
IG Nusantara Channel;murah meriah;5;24/01/2024 01:35
Ez Lenotoro;ok;5;24/01/2024 01:34
Iwan Doe;IwanDoe;1;24/01/2024 01:25
Semuel Kamban;jaringan kayak babi jual aja ini im3;1;24/01/2024 01:22
Ali Darmawan;angel di bukak;1;24/01/2024 01:08
miku 19;nice device;5;24/01/2024 01:01
Syarima Mahadini;keren;5;24/01/2024 00:50
Makruf Lanyala;baik;1;24/01/2024 00:41
Dam Mita;mantap;5;24/01/2024 00:39
Fery Andika;sangat baik;5;24/01/2024 00:35
Yuli Puspitasari;sanget membantu;4;24/01/2024 00:34
Toni Handri;is the best;5;24/01/2024 00:24
Erwan Novianto;Aku suka aplikasi ini;5;24/01/2024 00:22
Mafty Navue Erin;Untuk kali ini saya sudah muak. Makanya bintangnya sy turunin. Sebelum Apk nya update sana sini, Apk nya mudah buat digunakan dan praktis. Juga harga paket tidak semahal sekarang. Tolong dipertimbangkan untuk kondisi apk dan harga paket data nya untuk kaum yg menengah ke bawah.;2;24/01/2024 00:21
Suliyati Andara;Bagus;5;24/01/2024 00:15
Kudriyah Lailatul;istimewa;5;24/01/2024 00:12
Kiki;mantap;5;24/01/2024 00:06
Akhmad Farikhi;jos;5;24/01/2024 00:01
Syafaat Dionk;Aplikasinya susah loading/terbuka aplikasi lain cepat terbuka;1;23/01/2024 23:46
Muhammad Bagus;Paketan nya mahal² bgt ga bisa murah dikit apa biar betah?;1;23/01/2024 23:38
Adey Arianto;Mau trasfer pulsa tapi cuma sesama em3 aja bisa.nya..klo ke telkom gk bisa...di kira semua orang pake em3;1;23/01/2024 23:35
Fajar Krismonera;Semakin sering di-update semakin susah login;2;23/01/2024 23:26
Riki Myk;Ok;5;23/01/2024 23:16
lia amel putriana;asli kecewa gw sama indosat,udh seminggu trahir pulsa gw ilang terus.kadang mlm udah ilang 2200 pagi nya udh ilang lg;1;23/01/2024 23:16
kang idrus;mantaaf irit;5;23/01/2024 23:03
Tan Dre;Akhirnya setelah ada update terbaru versi 82.0.4, baru bisa digunakan aplikasinya. Versi sebelumnya gak bisa masuk sama sekali. Semoga apk versi terbaru ini lancar² saja. Dan harga paket normalnya bisa lebih murah. Yg pasti promo² nya jangan dihilangkan, karna hanya itu harapan utk mempertahankan kartu im3.;5;23/01/2024 23:02
New? ? ???? ???? ? ?;terbaik;5;23/01/2024 22:45
Gina Wahdani Muttaqin;Pada murah kuota nya????????;5;23/01/2024 22:44
Raydhatul Aini;puas;5;23/01/2024 22:25
Iqbal Rangga Saputra;menyenangkan;5;23/01/2024 21:27
Pulo Sirih;baik;5;23/01/2024 21:23
Jien prasantri;mantap;4;23/01/2024 21:19
Jeddi simbolon;Makin di update makin hancur..parah.;2;23/01/2024 21:11
Ana Putri Meylani;bagus;4;23/01/2024 21:01
Sufnita Nita;aplikasi imy3 sangat bagus;5;23/01/2024 20:33
There's Thà.;Provider dongo bisanya pending doang tolol;1;23/01/2024 20:24
Asep Juhanda;bagus;5;23/01/2024 20:23
Siti Anisah;bagus;4;23/01/2024 19:46
Muhammad Fazarudin Umam;SINYAL SANGAT MENJIJIKAN;1;23/01/2024 19:40
Muhammad Akbar revy vamella;good;5;23/01/2024 19:40
Ubas Leo;jaringanxa bagus;5;23/01/2024 19:38
Priya Agus;good;5;23/01/2024 19:14
Muhammad Taufik;sinyal kuat..;5;23/01/2024 19:12
Iwan Adventure74;Pket promo 12gg ko jdi ilang..parah m3 jringan mkin mlorot..gda kmjuan..;1;23/01/2024 18:41
Prio Didik;Tarif internet'a jangan mahal mahal,masa kalah sama yg laen yg lebih bagus jaringan internet'a +murah lagi;1;23/01/2024 18:37
- C A H Y O D E R M A W A N;PAYAH BILANG LAH SAMA INDOSAT INI;1;23/01/2024 18:32
Rosita Kurnia putri;pelayanan mantaff;5;23/01/2024 18:26
Domino Slot;Koneksinya sangat buruk;2;23/01/2024 18:23
M.Chairul RISKI;good;5;23/01/2024 18:19
Gito Mahendra;bagus;5;23/01/2024 18:17
Joko Supriyanto;Indosat im3 semakin kesini semakin busuk, dari segi apapun,,,, awal Januari 2024 sampe sekarang jaringan trobel 2x dan itupun lama2 penyelesaianya, tanggal 3 Januari 2024 trobel 4 hari baru normal, sekarang trobel lagi dan belum terselesaikan sudah 1x24 jam,jujur sya sangat kecewa,menghubungi customer servis suruh nunggu, mau sampai kapan??? Payah,,,;1;23/01/2024 18:16
Andi Setiawan;bagus;5;23/01/2024 18:15
Dandi Bahrian;mantap;5;23/01/2024 18:13
Jani Jani;bagus;5;23/01/2024 17:54
Dimas Saputra;mantap;5;23/01/2024 17:50
Dani Nyanya;ha sangak baik;1;23/01/2024 17:49
KAKE BIROJASA;ok;5;23/01/2024 17:49
Jayang Heriyanto;Kurang muaskan;5;23/01/2024 17:41
Ilman 86;Kartu gak jelas..masa masih ada data malah saldo pulsa yg habis..parah diats parah ini kartu;1;23/01/2024 17:41
Ahmad jaya fatih;"Gila...jaringan'y super"" trpaling buruk.......eror mulu......prcuma kuota banyak jg...lw jaringan'y buruk.....kecewa sekali";1;23/01/2024 17:33
rini susilowati;lemot amat jarigan padahal dwket banget ama tower y;1;23/01/2024 17:31
Egi Baehaki;goood;5;23/01/2024 17:23
Yuwan;jaringan luas;5;23/01/2024 17:16
Rian Syah;Tolong lah ni sinyal indosat gua kenapa jadi ga bener sih naik turun . Yang tdi nya suka tiba-tiba hilang sekarang si udh engga . Tapi kenapa malah sinyal suka naik turun sih . Hadeh saya udh ga mau emosi lagi nih . Tolong cepat perbaiki . Apk nya udah gua update versi terbaru tapi masih aja sinyal nya ga stabil;1;23/01/2024 17:15
Rizki Lubis;perbanyak promo gue miskin;5;23/01/2024 17:06
Briliyan Yuliyanto;Makin kesini sinyal makin gada.;1;23/01/2024 17:03
Vardy Aja;ok;5;23/01/2024 17:01
Siluman Air;Kartu bapuk . Emng murah tapi murahan banget. Sinyal ngga jelas ilang ilangan Mulu. Padahal di kota (jakarta) udah berasa di goa loadingnya lama kalo buka apa apa . Payah. Chat ke cs malah di suruh mode pesawat Mulu. Bukannya benerin itu sistem malah ngasih solusi yang ngga beres. Mending balik lagi ke TELKOMSEL. sekalipun mahal terjamin di banding ini harga paket naik Mulu tapi kualitas masih NOL;1;23/01/2024 16:46
Faozan Muhamad;Provider ampas. Padahal udah jadi pelanggan setia dari 2018, jaringan malah makin ampas. Pelayanan buruk, Cs gabisa kasih solusi. Bilangnya ada peningkatan kualitas jaringan, hallah. Masa iya harus nunggu sampe 1 bulan?;1;23/01/2024 16:32
Sandi Kurniawan;bagus;5;23/01/2024 16:30
Mohamad Daus;sangat baik;5;23/01/2024 16:24
ikwan bagyo;Bagus;5;23/01/2024 16:12
Kaos Pendek;Makin ke sini sinyal makin buruk, kalo hujan masih bisa saya wajarkan, tapi ini cuaca tidak hujan / berangin sinyalnya menurun, pantes temen saya pada pindah kartu, mana baru beli yang paket 2 bulan hufttttt;2;23/01/2024 16:11
BALKER TV;Mohon di berikan kejelasan kenapa pulsaa saya tiba2 berkurang tanpa ada pemberitahuan atau bukti transaksi bagaimana ini dengan iM3 bagaimana pertanggung jawabannya saya sangat di rugikan;1;23/01/2024 16:08
Julia Sari;Wah wah wah;2;23/01/2024 16:04
Ricky Firman;Kenapa setiap ngisi pulsa masa aktif tidak bertambah 2 masa aktif nya;1;23/01/2024 16:02
Andy Prihatmoko;Hati-hati IM3 itu zombie pulsa alias diam-diam potong pulsa di saat tidak beli paket dan data SIM non-aktif. Lebih baik pilih provider biru yang di aplikasinya ada fitur Kontrol Pulsa sehingga tidak akan potong pulsa di saat tidak beli paket dan data non-aktif juga.;1;23/01/2024 15:46
Mama Revhandanell;ok;5;23/01/2024 15:44
Ahmad Rialdy;"Gangguan trus mau tukar pulsa ke paket lama nya minta ampun di proses trus gak msuk"" apa hal seperti itu";1;23/01/2024 15:35
Aajoko priyanto;baik;5;23/01/2024 15:21
Zyy FavvBoyy;mantap man????;5;23/01/2024 15:19
Rizki 126;mantap lh3;5;23/01/2024 15:16
Juri Yanto;sangat puass;5;23/01/2024 15:13
Rintus Tus;saya sangat senang memakai aplikasi myIm3;5;23/01/2024 15:13
Maulana Oke;sangat membantu sekali;4;23/01/2024 15:11
Lestari Gamelea;bagus;5;23/01/2024 15:03
Ghaza Ghifari;lebih banyak yang pake kalo jaringannya bagus dan kuotanya murah;5;23/01/2024 15:02
Rudi Farra;josspoke;4;23/01/2024 14:59
Hakam Abyan Syukri;Apk gajelas;1;23/01/2024 14:58
Aya Tulloh;Kereeen;5;23/01/2024 14:50
Arya Ramansyah;aplikasi yang sangat bagus juga membantu;5;23/01/2024 14:47
Ady Rossi;Paket data mahal ga kaya dulu pekok biasa ada paket 60/70 20gb sekarang 20 harga 92rb ee bingit jing;1;23/01/2024 14:46
V1N;Ini kenapa sih IM 3 selalu eror ga jelas lama lama,gw update BKN nya tambah bagus malah jadi kaya dajjal;1;23/01/2024 14:46
dota jaya;coba;5;23/01/2024 14:42
Muhammad Riski;wokeh;5;23/01/2024 14:41
ADI ARDIANSAH;"Jelek aplikasi ga jelas, sinyal ampas sinyal bener"" ampas lemot banget jaringannya nonton YouTube 480p doang muter nya lama banget, emang udah seharusnya balik lagi pake TELKOMSEL HARGA MAHAL GA PAPA JARINGAN LANCAR. Di bandingkan ini harga doang elit jaringan sulit";1;23/01/2024 14:41
Anak Otok;Membantu sy secara cpat;5;23/01/2024 14:39
Putra Septiawan Gede;susah complain;1;23/01/2024 14:39
Zaenal Aza;Mantul;5;23/01/2024 14:30
Afifah Nurfitriani;pulsa tersedott sendiriii;2;23/01/2024 14:30
Muhammad irfan;sangat baik aplikasi nya;5;23/01/2024 14:28
Orang Manusia;Tolong la sinyal itu di benerin hampir tiap hari sinyal ilang ilang pdhal belakang rumah saya itu tower sinyal Indosat ngapa malah kek di hutan udh harga kuotanya mahal malah ngelek di benerin cuy sinyalnya.kita beli kuota kalian dapet untung sama sama untung gw bisa terhibur sama yang gw mainin di hp lu dapet uang klo kek gini trus buat apa tiap bulan kuota naik klo sinyal kek gini tambah parah;1;23/01/2024 14:26
Amir Ruslan;Sinyal im3 baguss #BUSUK;2;23/01/2024 14:25
Nanda Azmy F;Kecewa karena extra kuota udah hilang;1;23/01/2024 14:22
Zahrul Anam;semakin lama semakin lag ga berguna mending ganti kartu;1;23/01/2024 14:21
w4hyu hid4y4t;Minggu-minggu ini jaringan internet Indosat sering hilang-hilang bahkan tidak ada sama sekali.tolong di perbaiki susah untuk intenetan tolong tolong tolong;1;23/01/2024 14:19
reza hendra;Gajelas banget im3 sekarang jaringan suka gangguan gabisa di pake main game online ping merah terus .. Nyesel pindah ke im3 enak2 maen game muncul terus notif panjat kuota gajelas langsung ganti jaringan lagi .. Mohon maap lahir batin;1;23/01/2024 14:18
Hari Karhamza;sangat memuaskan;5;23/01/2024 14:18
Muhammad Azwar;Signal nya makin kesini makin aneh aje IM3. Signal penuh tapi Pas main game Ngelag bgt. Perbaiki dong min.. Makin kesini makin Kaya Taiii Indosat gua isi pulsa gocap abis semuaaa kotnolll;1;23/01/2024 14:18
Nur Mala;Pelayanan buruk;1;23/01/2024 14:15
Fathan Khiar;mantaf;5;23/01/2024 14:14
Asrul Aslami;mayan bgus;4;23/01/2024 14:07
Djunudin Ahama;Good;5;23/01/2024 14:04
Astri Aatri;bagus;5;23/01/2024 14:03
Riyan Begitu lah;Kok habis up gak pernah dapat koin ngnt;1;23/01/2024 14:00
Uppank 87;??????????;5;23/01/2024 13:58
Pras Tiyo;Membantu saat konter jauh bisa beli paket. Secara langsung;5;23/01/2024 13:52
Hilaman maulana Maulana;bagus;5;23/01/2024 13:51
Restu Kuyy;Sidikit Membaggongkan Yah Apk Ini Gangguan Mulu;2;23/01/2024 13:49
Siti Nur afifah;Semuanya cuma Harga Semakin Mahal;5;23/01/2024 13:47
Dwy Santoso;bagus;5;23/01/2024 13:47
Satrio Nabil rizki;Sinyal lag parah;2;23/01/2024 13:35
Borneo Wow;APLIKASI MYIM3 UPDATE INI BURUK SEKALI, KENAPA SULIT SEKALI UNTUK MEMBUKANYA, BEDA DENGAN SEBELUM UPDATE SLALU MUDAH. TOLONG SEGERA DIPERBAIKI, INI SEPERTINYA APLIKASI INI ADA YG SALAH.;1;23/01/2024 13:33
Gilang Ramadhan;murah harga kuotamya;5;23/01/2024 13:25
Khanza Arisha;Sinyal lawak;1;23/01/2024 13:24
Suryadi Galaxy;Sampek s3karang punya saya fak bisa di buka eror Tau lah jdi mless;1;23/01/2024 13:24
Linda Suryani;banyak promo;5;23/01/2024 13:23
Agus Dyanvario;mantap;5;23/01/2024 13:21
Efendi Gea;sangat puas;5;23/01/2024 13:21
alisastro udin;good;5;23/01/2024 13:15
_;Hadeh gk ngerti lagi gw udah pake kouta darurat 5 gb tapi yang bisa di pake cuma 2 gb makin males aja gw mage m3??;1;23/01/2024 13:10
Teddy cs;Indosat di cikarang Delta mas jaringan makin parah...!!! Saya pelanggan indosat dari th 2010 merasa kecewa.. Kalo terus begini terpaksa pindah ke yang lain;1;23/01/2024 13:08
Mailani Fitri;apk y mantap;5;23/01/2024 13:06
Rina Dessy Arsanti;quotanya mantap dan lengkap;5;23/01/2024 13:05
Alek Sander;Ko ga bisa login sih di aps IM3 ini aku;2;23/01/2024 13:05
Rifqi Mujahidul hayat;Habis di update gak bisa di gunakan malah di suruh reload terus;2;23/01/2024 13:03
Didi Harun;sangat bagus;5;23/01/2024 13:03
Ilyas;Baik;5;23/01/2024 12:59
Hardy Rayong;Udah nunggu Loadingnya lama.. Bukannya kebukak malah error / gangguan, sekelas aplikasi IM3 kok macam gini si ??;1;23/01/2024 12:59
Ipin Lemahputih;woy balikin puls gwe woy gwe top up di appk ini kgk masuk njing appk gak jelas????????????;1;23/01/2024 12:54
Ratu Nissa;God job;5;23/01/2024 12:52
Ical Desal;bgus;5;23/01/2024 12:52
Hafit Yusuf;Tetep aja bapuk sinyalnya,cuma kuotanya aja yg mahal,tapi sinyal ga berkualitas,ga ada perbaikan,ada Indira juga ga berguna,keluhan tetep ga ditanggapi pelayanan ga ada gunanya;1;23/01/2024 12:40
Samsudin Samsudin;aplikasi yang sanget bagus bisa tau berapa sisa kuota kita;4;23/01/2024 12:37
Ass;Sangat buruk sangat buruk;1;23/01/2024 12:36
coco;Beli paket 100GB + Vidio platinum, vidio platinumnya tidak bisa di akses, tapi notifikasinya sudah diaktivasi ????;1;23/01/2024 12:36
Surya Ismail;Tetep.ajah mau update mau matikan hp signal internet lemot;1;23/01/2024 12:27
yayan jatnika;mantap;5;23/01/2024 12:24
kardos antras;beberapa minggu ini sinyalnya jelek;2;23/01/2024 12:24
Kolot Kalapa;Bagus tapi kadang mahal kadang murah;5;23/01/2024 12:19
Rafi Raker;nyiptain kartu jelek sinyal lemot;1;23/01/2024 12:16
Adriansyah Aco;banyakin bonus kuota;5;23/01/2024 12:16
Rizkii. magdatama;sinyal busuk;1;23/01/2024 12:12
hu Zien;"kuota nya mahal"" semua,mending jaringan bagus,dikit"" erorr huhhh ga guna";2;23/01/2024 12:11
Cici Winingsih;baik;5;23/01/2024 12:11
Heru Hermawan;"Setelan 1 tahun lama nya aku menggunakan kartu im3, awal nya ok"" aja, tapi sekarang makin lama makin kesini, bukan nya paketan/kuota masih utuh, setelah aku ganti kartu sim card ke hp lain, kuota tsbt malah hilang/hangus ??";1;23/01/2024 12:06
Dymas;Kenapa cuma app saya saja yang tidak bisa masuk. Ada kendala lah,perbaikan lah. Tapi cuma di akun saya saja,akun teman saya tidak ada masalah..;1;23/01/2024 12:05
Setia Wardanang;mantap;5;23/01/2024 12:02
Jajang Nurjaman;mantul;5;23/01/2024 12:00
Bmp Llg;puas banget;5;23/01/2024 11:59
Purnomo Damara;sangat puas;5;23/01/2024 11:59
Aries Agatta;Harus nya ad scan kode nya sih biar praktis;4;23/01/2024 11:58
Mhd Reza syahputra;mantap;4;23/01/2024 11:56
Edo nur Fauzi;Peketan mahal sinyal jelek;1;23/01/2024 11:53
Elly Elley;Gatau kenapa aplikasinya error trus;1;23/01/2024 11:53
Eni Setyowati;mantaappppp;4;23/01/2024 11:52
Anak Senja188;Oke;4;23/01/2024 11:50
Kadek Winiasih;Poinya ilang;1;23/01/2024 11:44
Widianto G-pluck;Awas m3 banyak pop up nipu nipu aq habis beli kuota 35gb harga 100k 2 hari lenyap check paket gak bisa....aq isi pulsa lagi 100k eh asu kepotong 6k katanya bayar pulsa darurat.....makin miskin admin m3 nyolong nipu aq udah 15 thn pake nomer ini woey indira asu;1;23/01/2024 11:38
Ipur Maspuroh;Sinyal sangat jlk sudah 3 hari menghilang banyak pelanggan yang ingin pindah ke Telkomsel;1;23/01/2024 11:36
Bambang Hariyo Seto;Gak jelas, beli kuota saldo ke potong paket gagal transaksi tulisannya, gak jelas emang;1;23/01/2024 11:34
Rizky Saputra;suka;5;23/01/2024 11:30
Agus Wahyudi;Sangat membantu;5;23/01/2024 11:29
Sahrul Suaka;Kouta gratis dong;5;23/01/2024 11:28
Gabriel;jaringan nya jelek suka ngilang;1;23/01/2024 11:27
Hami Buldani;pelayanannya jelek banget,pas pemrosesan pembelian paket ngaretnya lama parah apa lagi sinyal yang suka ilang sendiri bikin ga nyaman,sama suka ngasih promo tapi gabisa di beli,trus ini barusan ada pemberitahuan kuota abis tapi di riwayat pemakain cuman terpakai 19GB pdhl kuota saya 50GB kok bisa yang 31GB lariny kemana kok ga ke deteksi;1;23/01/2024 11:24
chaerul anam;Tiap bulan internet 150k, jd pelanggan bukan tmbh murah malah makin mahalll aja, sinyal lemah, habis kuota gak ada notif, piye iki soonn , kepikiran ganti provider aja pelayananya kurang??;1;23/01/2024 11:23
Anggita Winedar;Aplikasi nggak guna, kebanyakan error;2;23/01/2024 11:21
Hida Yat;sangat bagus;5;23/01/2024 11:21
Aji Saputra;lumayan;4;23/01/2024 11:20
Caty gaming;Abis gedunglu kebakaran makin lama makin lemot ngbtottt;1;23/01/2024 11:17
Ari Nugraha;makasih;5;23/01/2024 11:15
Yosep Panjang;ok ini;5;23/01/2024 11:11
Nona Usagi;Paket data selalu naik dan berubah-ubah, terakhir paling parah 50rb buat kuota 10GB. Helloooooww itu seriusan?!;1;23/01/2024 11:08
Asri Al Tsaqafat;bagus untuk di gunakan;5;23/01/2024 11:04
Erlintang Pinkan Kunendra;APK TOLOL, PULSA KESEDOT TERUS;1;23/01/2024 10:56
Nur Tajudin;senang amat puas apke im3;5;23/01/2024 10:53
Dimas Vallenci;jelek;1;23/01/2024 10:50
Maya Kucing;mantap;5;23/01/2024 10:43
FAJAR HENGKI;Sangat-sangat tidak memuaskan Udah mahal setiap isi pulsa di ambil Mulu taii;1;23/01/2024 10:42
sofyan yank;"Masih susah aja untuk masuk di "" myIM3..";1;23/01/2024 10:37
Reynaldo Yoga Pratama;Saya ingin mendaftar namun kode otp tidak terkirim;1;23/01/2024 10:32
Rini Juwita;trbaik;4;23/01/2024 10:32
Muhammad Gibran Pratama;Suka sama im3;5;23/01/2024 10:26
Gitong ne;sanggat bagus;5;23/01/2024 10:25
Salma Mhazha;ok;5;23/01/2024 10:20
Muhammad Ilmi;Apk buruk sinyal ga pernah bagus;1;23/01/2024 10:18
Monkey D Lufy;Kok ubdate nya malah gini anj;1;23/01/2024 10:14
Siti Maesaroh;ok;4;23/01/2024 10:10
Alfa Rasyid;"Saya pengguna indosat dari sekitaran 6 tahun,kenapa ya setiap cs mau ditanyainnnya cepet"" banget,coba di cek lagi indosat untuk csnya padahal saya kalo ngmng ama mereka santai kok";2;23/01/2024 10:06
Asmoro Santo;"im3 luar biasa jaringan nya sangat"" bagus nnton youtube sampai gak gerak video nya";2;23/01/2024 10:01
Herawan Widodo;bagus sekali;5;23/01/2024 09:56
Murtini Rahmat;bagus;5;23/01/2024 09:55
Benny VanHoutten;Tambah mahal harga paketanya;1;23/01/2024 09:52
Agus Kurniawan;Saya kecewa berat sama Indosat yang begitu buruk terhadap sinyal merah menerus saat bermain game selalu merah kuning merah itu perbaikan;1;23/01/2024 09:47
Clarence Clarence;sangat memuaskan serta informasi yang tepat;5;23/01/2024 09:44
KUUHAKU;"""penyesuaian harga dilakukan untuk peningkatan kualiatas"". Padahal jelas-jelas semenjak harga dinaikin sinyal makin ampas. Ada yang namanya ""ada harga ada kualitas"" la terus hargamu mahal kualitasmu busuk gitu gmn? Gangguan berhari-hari tapi ga ada pertanggung jawaban,CS tidak memberikan penyelesaian yang solutif, perbaikan lambat,Indosat 2024 mau ngapain?gulung tikar?Mau saya bantu???";1;23/01/2024 09:42
Joko Widodo;sangat baik;5;23/01/2024 09:39
andri taroki;baik;5;23/01/2024 09:37
Rizki Alfarijal;Apaan dah ni aplikasi gua udh beli paketan pulsa udh kepotong tapi Kouta gak masuk;1;23/01/2024 09:37
Naufal Albion;kalo jaringan nya rusak kek gini trus.. mending jualan bakso aja lebih baik kon;5;23/01/2024 09:31
Muhamad Irpan Andika;Di layar HP 4G + bar sinyal full, eh pas buka aplikasi malah nge leg terus.;2;23/01/2024 09:26
iril anwar (Chairil Anwar Lubis);terbaik;5;23/01/2024 09:26
Ool fatfat;Parah sih gw beli paket pembayarannya pake dana sampe sekarang paket nya ga masuk, udah gw chat ke cs udah ngajuin laporan tetep aja ga ada ijab qobul nya hahaha parah bgt indosat;1;23/01/2024 09:25
Parti P;Sinyal bagus;4;23/01/2024 09:23
Rizki Gunawan;Jaringan nya jelek bikin gua kesel aja gua lagi main eh Tiba tiba ngeleg;1;23/01/2024 09:21
Hendra Syaputra;kartu SIM yg sangat bagus cuma saja sering hilang jaringan;4;23/01/2024 09:19
Hesty Purwadinata;mrasa puas;5;23/01/2024 09:07
Ferdi Yan;baguss;5;23/01/2024 09:02
Ruly Suhardiman;Semakin di up aplikasinya , semakin mahal pula harga kouta nya ?? jaringan gak pernah bagus terus, anak setan provider ini.;1;23/01/2024 09:02
eva silfiana;Kuota sisa 10Gb langsung diturunkan kecepatanya, strategi marketing yg bagus;1;23/01/2024 08:59
Fajar adalah Raja;sangat baik walaupun sekarang terlalu mahal;5;23/01/2024 08:58
WB chanel;bagus;5;23/01/2024 08:56
irfan Aneuk Atjeh;irfan Aneuk Atjeh..puassss;5;23/01/2024 08:54
diki lukmana;GAK BISA DIBUKA;1;23/01/2024 08:51
LegGer CH // Galang Gaming;Ni kartu makin lama makin ngelunjak ya,biasanya 30rb dapet 10gb,masa sekarang 35rb cuma dapet 5gb, yang masuk akal dikit, mending gw balik ke Axis lagi meski di pandang rendah sama orang2, paket terjangkau dan banyak bonus, im3 gaada bonus ngelunjak harganya kocak!!;1;23/01/2024 08:50
Mila Kadir19;sejauh ini..jaringannya bagus di daerah ku.. pelayan ok;5;23/01/2024 08:50
ammar ammar;aplikasi ini kenapa top up game free fire 50 dm 10k diamond nya blum masuk udh masukin id yg bnr dan email yg bnr tolong di perbaiki;1;23/01/2024 08:31
Aliyaa Tuy;bagus banget;5;23/01/2024 08:28
Dwi Martina;Setelah di update kenapa saat membeli kuota atau data semakin lama menunggu prosesnya dan tidak langsung terbeli.;2;23/01/2024 08:22
Atunna Atun;bagus;5;23/01/2024 08:12
funny moment;Smakin tolol apk im3 dibuka malah ngebug di logo tolol;2;23/01/2024 08:10
PON XX OP;oke bagus;4;23/01/2024 08:05
Syafira 122;senang sekali;5;23/01/2024 08:03
Jahrah Aulia;tidak mendapatkan kouta geratis;1;23/01/2024 08:01
Aji Lesmana;jos gandosss jos;5;23/01/2024 07:57
Syakila Ewok;ok;5;23/01/2024 07:54
SAY;,i;1;23/01/2024 07:54
hartato hrt;ok;5;23/01/2024 07:44
Sugiharto;Mantap;5;23/01/2024 07:42
Ikona Bb;aku mau kuota 10GB;5;23/01/2024 07:41
Jumanai Unity;baik sekali;5;23/01/2024 07:38
Cucunya Deren Firdaus;: W;1;23/01/2024 07:37
Nadia Agustina;baik;5;23/01/2024 07:35
Ubai Dillah;puas;5;23/01/2024 07:30
Sahabat Arosbaya;Aku top. Up 355 diamond ff kok ga masuk ngerugiin orang tau ga apk haram;1;23/01/2024 07:27
Lal Bole;2024 harus nya di sambut lebih baik dong sinyal nya malah taun baru sinyal kek asuuu taiii;1;23/01/2024 07:12
Firman Maulana;Aplikasi dengan performa buruk;1;23/01/2024 07:09
Muhammad Minhaj Simbi;good;5;23/01/2024 07:02
Siti Nasuha;sangat menarik pakai indosat;5;23/01/2024 06:57
Diki Gauzan;bagus;4;23/01/2024 06:53
Leli Setianingsih;baik;5;23/01/2024 06:47
bhella 47;sangat murah;5;23/01/2024 06:42
Muhammmad Luthfi rahman;Apk nya bagus tolong ditambahkan penjualan paket untuk masa aktif soalnya saya Makai kartunya bergantian karena banyak kartu jadi tolongditambahkan paket masa aktif biar hemat terimakasih banyak ?? dan tolong tambahin hadiah yang tukar poinyya itu paket data untuk 30 hari dan jangan mahal mahal kurangilah poin yang harus dikumpulkan untuk tukar hadiahnya.tolong.terima kasih dan jaringannya tolong stabil jaringannya lemot;5;23/01/2024 06:42
